Titulo,Empresa,Local,Data,Categoria
Professor/a de 1.º Ciclo,Colégio Rainha Dona Leonor,Leiria,12-9-2024,Educação / Formação
Empregado(a) de Mesa (M/F) Horário Repartido,ASTURIAS,Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Bartender - Tantura restaurant,"Tertuliavetor, Lda",Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Estágio  Área de Customer Services MB Cars & Vans,Mercedes-Benz,Lisboa,12-9-2024,Engenharia ( Mecanica )
Administrativa / Recepcionista para Oficina / Stand de Automóveis  Com Experiencia,Alcântara Garage,Lisboa,12-9-2024,Administração / Secretariado
Ajudante de cabeleireiro,"STUDIO RAFAEL MARQUEZINE, UNIPESSOAL LDA",Lisboa,12-9-2024,Serviços Técnicos
Cuidadora para Apoio Domiciliário: 2a a 6a - 8H/dia : Rio Tinto,CUIDARTE,Porto,12-9-2024,Serviços Sociais
Técnico(a) de limpeza (ref.ªEUVG.BA),Escola Universitária Vasco da Gama,Coimbra,12-9-2024,Limpezas / Domésticas
Bate-chapas - Prior Velho (M/F),AUTO MECANICA MONTE,Lisboa,12-9-2024,Conservação / Manutenção / Técnica
Restaurante Bom Pesqueiro está a Recrutar Cozinheiro/Churrasqueiro/a,BOM PESQUEIRO - ESPECIALIDADES GASTRONOMICAS LDA,Açores,12-9-2024,Restauração / Bares / Pastelarias
Cabeleireiro colorista,Estúdio Maicon Scaglioni,Lisboa,12-9-2024,Beleza / Moda / Bem Estar
Enfermeira - Última semana de setembro,Anonimo,Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Tratorista,Gransolar O&M - Penamacor,Castelo Branco,12-9-2024,Conservação / Manutenção / Técnica
Trabalhador de Manutenção,CASA DO SOL POENTE RESIDENCIAL SENIOR LDA,Aveiro,12-9-2024,Serviços Técnicos
Estágio  Área de Customer Services MB Cars & Vans,Mercedes-Benz,Lisboa,12-9-2024,Engenharia ( Mecanica )
"URGENTE Técnico de Manutenção Hotel - Santos, Lisboa",JAM Lisbon,Lisboa,12-9-2024,Conservação / Manutenção / Técnica
UAT/SIT Test Lead,Q-TEST PORTUGAL SOFTWARE UNIPESSOAL LDA,Lisboa,12-9-2024,Informática ( Analise de Sistemas )
Motorista Pesados NACIONAL -   Entrada Imediata Carta  C+E,TMV - Transportes Manuel Vale,Porto,12-9-2024,Transportes / Logística
Spa Manager  Lisboa,Float In,Lisboa,12-9-2024,Beleza / Moda / Bem Estar
Técnico de Colheitas de Amostras em PORTO,"BIOGERM, SA",Porto,12-9-2024,Serviços Técnicos
Backoffice Técnico Animática,"Animática, Lda",Lisboa,12-9-2024,Administração / Secretariado
Técnico de Recursos Humanos (M/F),"Portalex Extrusal Alumínios, S.A.",Lisboa,12-9-2024,Gestão RH
Cozinheiro(a) 1ª,Worldlounge Lda,Porto,12-9-2024,Hotelaria / Turismo
Consultor Imobiliário - Zome Group DI (Fafe),GPM - SOLUÇÕES E INVESTIMENTOS LDA,Braga,12-9-2024,Imobiliário
Orçamentista (m/f)  OEIRAS,Placofix - Revestimentos S.A.,Lisboa,12-9-2024,Engenharia ( Civil )
Técnico Instalador / Electricista,Domotron Innovation Lda,Porto,12-9-2024,Construção Civil
Secretaria(o) Administração(o)  Estágio ATIVAR,"Dot Work, Lda",Porto,12-9-2024,Administração / Secretariado
Spa Manager  Lisboa,Float In,Lisboa,12-9-2024,Beleza / Moda / Bem Estar
Técnico de Contabilidade e Payroll (M/F),AEROCOOPE CRL,Lisboa,12-9-2024,Contabilidade / Finanças
Ajudante de Cozinha - Possibilidade de Efetivar - Folga ao Domingo,Restaurante Diana,Braga,12-9-2024,Restauração / Bares / Pastelarias
Paquete de Carrinhos de Compras M/F - FUNCHAL,"Vector Serviços de Outsourcing,Lda",Madeira,12-9-2024,Serviços Técnicos
Waitress - Part time,Visionary Oasis LDA,Setubal,12-9-2024,Hotelaria / Turismo
Trabalhador de Apoio Industrial (M/F),"NS Máquinas Industriais, Lda",Porto,12-9-2024,Indústria / Produção
Oficial de eletricidade - Zona Norte,"Grupo CR, Cardoso & Rochas- Inst. Elétricas, Lda",Braga,12-9-2024,Serviços Técnicos
Mecatrónico Auto,Petrolubrinov uip lda,Braga,12-9-2024,Serviços Técnicos
Serralheiro de Caixilharia,LUMINIX LG,Lisboa,12-9-2024,Construção Civil
Orçamentista (m/f)  OEIRAS,Placofix - Revestimentos S.A.,Lisboa,12-9-2024,Engenharia ( Civil )
Procura-se jardineiro/a com experiência - Zona de Braga,Jardins Tesouro Construção e Manutenção de Jardins,Braga,12-9-2024,Agricultura / Florestas / Pescas
Enfermeira p/ Casa Repouso em Oeiras,Casa Repouso Benvindo Lda(VivatOeiras),Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Técnico Manutenção,RECOCER-MSG UNIPESSOAL LDA,Aveiro,12-9-2024,Indústria / Produção
Engenheiro (a) Cívil - Refª 20240618/01,Universidade Lusófona,Lisboa,12-9-2024,Engenharia ( Civil )
Oferta para trabalhar no Continente na Zona de Guimarães,"STM - SABORES TRADICIONAIS DA MADEIRA, LDA",Madeira,12-9-2024,Restauração / Bares / Pastelarias
Empregado(a) de Balcão Polivalente - Lisboa (Av. de Berna) - Tempo parcial,Receitimperdivel,Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Farmacêutico (m/f) - Farmácia Avenida Brasil (Lisboa),Farmácias Cuido,Lisboa,12-9-2024,Farmácia / Biotecnologia
Professor de Português - ensino profissional,"Magensinus, SA",Lisboa,12-9-2024,Educação / Formação
Procuramos Explicador/a de Línguas e Ciências Humanas,Atelier Ecológico Ativa-te,Setubal,12-9-2024,Educação / Formação
Cabeleireiro/a,GOTV MEDIA SOFTWARE,Lisboa,12-9-2024,Beleza / Moda / Bem Estar
TAF (m/f) - Aerofarmas,Farmácias Cuido,Lisboa,12-9-2024,Farmácia / Biotecnologia
Operador/a de caixa para BP Mafra A21,"PMPR,LDA",Lisboa,12-9-2024,Lojas / Comércio / Balcão
Empregado de Mesa em Santos,Lareira,Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Trabalhadores de Construção Civil - MONTIJO E MOITA,"Lançastruturas Construções, Unipessoal Ldaq",Setubal,12-9-2024,Construção Civil
Agente de Viagens (m/f) com experiência,MERCADO DAS VIAGENS LDA,Lisboa,12-9-2024,Hotelaria / Turismo
Empregado(a)s de mesa - Novo restaurante - Porto (m/f) - Part-Time,"DISCOVER PORTO - Gestão Hoteleira, Lda",Porto,12-9-2024,Restauração / Bares / Pastelarias
Formador Línguas Estrangeiras,"Estrategor-Consultores de Gestão, Lda",( Todas as Zonas ),12-9-2024,Educação / Formação
Técnico de contabilidade (m/f),Carlos Seabra - Gabinete Contabilidade e Gestão,Porto,12-9-2024,Contabilidade / Finanças
Responsável Administrativo e Financeiro (M/F),MATRIZ TRIANGULAR - GESTÃO DE RECURSOS HUMANOS LDA,Lisboa,12-9-2024,Contabilidade / Finanças
Farmacêutico (m/f) - Farmácia Colombo,Farmácias Cuido,Lisboa,12-9-2024,Farmácia / Biotecnologia
Professor/a de Piano (Grupo M17 - 4 horas),Conservatório de Música de Sintra,Lisboa,12-9-2024,Educação / Formação
Fisioterapeuta Pilates Clínico,Active,Porto,12-9-2024,Saúde / Medicina / Enfermagem
Oficial Eletricista / Técnico Fotovoltaico,JOSE MABANZA UNIPESSOAL LDA,Lisboa,12-9-2024,Serviços Técnicos
Operadores de Maquinação e Programação CNC - Torno e Fresadora,Delphos Implants,Lisboa,12-9-2024,Indústria / Produção
Médico/a Psiquiatra,Xadrez Azul Unipessoal Lda,( Todas as Zonas ),12-9-2024,Saúde / Medicina / Enfermagem
Formador (m/f) para Aulas Práticas do Curso de Massagista (Leiria),Carisma & Harmonia,Leiria,12-9-2024,Educação / Formação
Personal Trainer - Entrada Imediata,Apolo Fitness Studio,Aveiro,12-9-2024,Desporto / Ginásios
Candidato/a para a área da Manutenção,"SALEMO & MERCA, LDA",Setubal,12-9-2024,Indústria / Produção
Técnico de Contabilidade e Finanças,Human Capital for Life,Guarda,12-9-2024,Contabilidade / Finanças
Comercial/Vendedor(a),"BAÍA & CARVALHO, LDA",Coimbra,12-9-2024,Comercial / Vendas
Farmacêutico (m/f) - Farmácia Colombo,Farmácias Cuido,Lisboa,12-9-2024,Farmácia / Biotecnologia
videographer,Sureminds Solution Portugal,Lisboa,12-9-2024,Indústria / Produção
Técnico/a Instalador/a de Eletrodomésticos,"VHL-Equipamentos, Unipessoal, Lda",Porto,12-9-2024,Serviços Técnicos
Técnico Manutenção - Eletricista Industrial,"MATECHNICS - MASTER TECHNOLOGY SOLUTIONS, LDA",Aveiro,12-9-2024,Indústria / Produção
TÉCNICO(A) DE CONTABILIDADE (Estágio IEFP / Recém-Licenciado(a)) - Lisboa (M/F),"ACCOUNT 4 YOU - Contabilidade e Gestão, Lda.",Lisboa,12-9-2024,Contabilidade / Finanças
Afinador máquinas cortiça,"Cortiça Benicia, SA",Aveiro,12-9-2024,Indústria / Produção
Técnico de Higienização Lisboa,Sofá Limpo,Lisboa,12-9-2024,Serviços Técnicos
Colaborador/a com formação média/técnica na área Alimentar para a zona centro (Seia),Qualidade,Guarda,12-9-2024,Indústria / Produção
Recepcionista - Health Club em Vila do Conde,Itspump Health Club e Spa,Porto,12-9-2024,Administração / Secretariado
Empregada Pequenos Almoços - Part-Time - Hotel em Lisboa,New Style Lisbon Hotel,Lisboa,12-9-2024,Hotelaria / Turismo
Psicólogo (a) para casa de acolhimento de crianças e jovens em risco,Associação Novo Futuro,Porto,12-9-2024,Serviços Sociais
Preparador de obra ( mínimo 5 anos de experiencia),"BT,Lda",Lisboa,12-9-2024,Engenharia ( Civil )
Farmacêutico /Técnico para Farmácia em Oeiras,Farmácias Progresso,Lisboa,12-9-2024,Farmácia / Biotecnologia
Esteticista/Técnica de unhas gel,Cores&Cortes,Porto,12-9-2024,Beleza / Moda / Bem Estar
"Motorista C+E para serviço NACIONAL NOTURNO Milhas e sequências, Lda",M&S Transportes Nacionais,Porto,12-9-2024,Transportes / Logística
Precisa-se Ferramenteiro para Loulé,TEMPO MILENIUM EMPRESA DE TRABALHO TEMPORARIO LDA,Faro,12-9-2024,Construção Civil
Fisioterapeuta,CRC Quinta Dos Lombos,Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Cozinheiro/Ajudante (Albufeira),SECULO MALABARISTA LDA,Faro,12-9-2024,Restauração / Bares / Pastelarias
"Admite-se Advogado/a interno, a tempo inteiro para Viseu",Irmãos Almeida Cabral Lda,Viseu,12-9-2024,Direito / Justiça
Precisa-se empregada doméstica para S.J. Lampas,SEBASTIEN JOEL LECHENE,Lisboa,12-9-2024,Limpezas / Domésticas
Ajudante de Cozinha,"COMIDA COM ALMA - SOCIEDADE HOTELEIRA, UNIP. LDA.",Castelo Branco,12-9-2024,Restauração / Bares / Pastelarias
Relações Públicas (m/f),Grupo Grilo,Lisboa,12-9-2024,Relações Públicas
Precisa-se Professor(a) AEC Expressão Dramática / Musical,Centro Social Paroquial do Campo Grande,Lisboa,12-9-2024,Educação / Formação
"Técnico de Controlo de Pragas (M/F), Sertã e Pedrógão Grande",ANTICIMEX PORTUGAL,Leiria,12-9-2024,Serviços Técnicos
Personal Trainer com Carteira de Alunos - Oferta Exclusiva!,Gold Glove,Lisboa,12-9-2024,Desporto / Ginásios
Precisa-se Psicólogo(a) Escolar,EPAMG - Escola Profissional e Artística da Marinha,Leiria,12-9-2024,Educação / Formação
Responsável da Qualidade (M/F),PLUG 4U TECNOLOGIA ASSISTENCIA E COMERCIO LDA,Porto,12-9-2024,Serviços Técnicos
Hybrid Cloud Systems Administrator,IT PEERS SA,Porto,12-9-2024,Informática ( Gestão de Redes )
Funcionário serviço de manutenção de equipamentos de residuos - Malveira,Ecomantém Unipessoal Lda,Lisboa,12-9-2024,Conservação / Manutenção / Técnica
Colaborador p/ vaga de Secretariado Administrativo Internacional e Nacional m/f,"Jaime Pinto - Soc. Med. Imob., Lda.",Porto,12-9-2024,Administração / Secretariado
Farmacêutico (m/f) - Farmácia Pinhal de Frades (Seixal),Farmácias Cuido,Lisboa,12-9-2024,Farmácia / Biotecnologia
Serralheiro Civil - Mafra,Companhia das Obras,Lisboa,12-9-2024,Construção Civil
Empregado de Balcão,Casa da Pesca,Madeira,12-9-2024,Lojas / Comércio / Balcão
Empregada/o de Limpeza - Tavira,GRUPO MORGADO,Faro,12-9-2024,Limpezas / Domésticas
Empregado/a de Mesa Experiente - Restaurante Marisqueira,Restaurante Atlântico,Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Procura-se um/a consultor/a financeiro/a.,Salão de Cabeleireiro Lisboa,Lisboa,12-9-2024,Gestão de Empresas / Economia
Pastelaria,Tágide,Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Precisa-se de Colaborador/a para Food Truck (Belém) - PART-TIME -ENTRADA IMEDIATA,CHERRYCURIOUS UNIPESSOAL,Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Fisioterapeuta para Casa de Repouso na Benedita,Lar dAldeia Lda,Leiria,12-9-2024,Saúde / Medicina / Enfermagem
Encarregado de Obra,"DAPE, LDA",Porto,12-9-2024,Construção Civil
Técnico de Segurança e Higiene do Trabalho (m/f),CVF CONSTRUTORA VILA FRANCA LDA,Lisboa,12-9-2024,Engenharia ( Civil )
Professor(a) Física e Química,Escola Profissional da Nazaré,Leiria,12-9-2024,Educação / Formação
Ajudante Tecnico Frio e/ou Serralheiro,"T, Lda",Porto,12-9-2024,Conservação / Manutenção / Técnica
Colaborador Departamento de Manutenção,Escola Profissional de Hotelaria Turismo de Lisboa,Lisboa,12-9-2024,Conservação / Manutenção / Técnica
Colaborador/a para Cozinha,CRAVE LDA,Porto,12-9-2024,Restauração / Bares / Pastelarias
Pintor  Automóvel,Ricardo e David Gonçalves lda,Faro,12-9-2024,Conservação / Manutenção / Técnica
Formador de Mecatrónica Automóvel (m/f),"Gestitomé - Formação Profissional, Lda",Bragança,12-9-2024,Educação / Formação
"Professor/a de Matemática A, Fisica e Química A - Ensino Secundário",Rebelde Way - Academia Educativa e de Apoio Pedagó,Porto,12-9-2024,Educação / Formação
Engenheiro Civil,"New Forstop, lda",Setubal,12-9-2024,Engenharia ( Civil )
Engenheiro Civil,"New Forstop, lda",Setubal,12-9-2024,Engenharia ( Civil )
"Programador CNC, centros de maquinação e tornos. Entrada imediata.",ARGUMENTALIA UNIPESSOAL LDA,Porto,12-9-2024,Indústria / Produção
Técnico de Manutenção Industrial,"Tajiservi, Lda",Porto,12-9-2024,Conservação / Manutenção / Técnica
Modelista  C/Experiencia (M/F) - Ribeirão,"NPB COMPANY, LDA",Braga,12-9-2024,Arquitectura / Design
TAF (m/f) - Farmácia Carmele (Amadora),Farmácias Cuido,Lisboa,12-9-2024,Farmácia / Biotecnologia
Assistente de Gerência Restaurante de Comida Rápida - SINES,"CS, LDA.",Setubal,12-9-2024,Restauração / Bares / Pastelarias
Motorista de Pesados - BRAGA,Osório de Castro Lda.,Braga,12-9-2024,Transportes / Logística
Cuidadora de idosos - Regime Externo,Warmy,Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Videógrafo (foco em produção de conteúdo para digital),SMILE ALWAYS CONSULTORIA LDA,Lisboa,12-9-2024,Comunicação Social / Media
Farmacêutico (m/f) - Farmácia Moderna em Grândola,FARMACIA MODERNA,Setubal,12-9-2024,Farmácia / Biotecnologia
Enfermeira/o,"centro de apoio a pessoas idosas jorge alves, lda",Leiria,12-9-2024,Saúde / Medicina / Enfermagem
Auxiliar de Geriatria / Saúde /Ajudante de Ação Direta - concelho Cadaval,ERPI,Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Instalador de Estores e Persianas,Braestores Ldª,Braga,12-9-2024,Indústria / Produção
Estágio IEFP (Mestrado) - Projetos e Candidaturas,ESPAÇO VISUAL,Porto,12-9-2024,Banca / Seguros / Serviços Financeiros
Professor/a de Português ( grupo de recrutamento 300),EPO - Centro Escolar e Empresarial,Beja,12-9-2024,Educação / Formação
Ajudante de cozinha,PADARIA FORMOSA LDA,Porto,12-9-2024,Restauração / Bares / Pastelarias
Colaborador/a para Distribuição de folhetos Carvoeiro e Lagoa,Vírgulas dCharme,Faro,12-9-2024,Publicidade / Marketing
Engenharia Eletrotecnica,"Ovava, Engenharia, lda",Porto,12-9-2024,Engenharia ( Eletrotecnica )
Enfermeira (M/F),CMAR,Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Colaborador/a para Engomadoria,Passaki,Porto,12-9-2024,Serviços Técnicos
Vendedor - Representante Comercial (Grande Lisboa)  - m/f,"JLGP, UNIPESSOAL LDA -Iscork",Lisboa,12-9-2024,Comercial / Vendas
Cozinheiro de 1ª/2ª (M/F) - Tivoli Marina Vilamoura,TIVOLI MARINA VILAMOURA,Faro,12-9-2024,Hotelaria / Turismo
ESTETICISTA Pharma 4U - ESPOSENDE,Pharma 4U,Braga,12-9-2024,Saúde / Medicina / Enfermagem
Técnico Auxiliar de Saúde/ Auxiliar de Ação Direta (m/f),LAR DAJUDA,Madeira,12-9-2024,Serviços Sociais
Terapeuta de SPA (M/F) - Anantara Vilamoura Algarve Resort,MINOR LUXURY HOTELS VILAMOURA S A,Faro,12-9-2024,Hotelaria / Turismo
Cabeleireiro e Esteticista,Emilia Gomes - Cabeleireiros & Estética,Porto,12-9-2024,Beleza / Moda / Bem Estar
"Ajudante cozinha ou cozinheiro, pastelaria Restaurante - Porto Boavista",BB Villa,Porto,12-9-2024,Restauração / Bares / Pastelarias
"Empresa de transferes, procura Motorista - Carvoeiro -Lagoa",In Everywhere Agência de Viagens e Turismo,Faro,12-9-2024,Transportes / Logística
Rececionista Full time no Ginásio Elite Corpus Leça da Palmeria,Elite Corpus XVI,Porto,12-9-2024,Administração / Secretariado
Precisa-se docente Física e Química para colégio em odivelas,Externato Flor do Campo,Lisboa,12-9-2024,Educação / Formação
Precisa se de Cozinheiro (a) de 2ª,MENDES CARDOSO & CIA LDA,Porto,12-9-2024,Restauração / Bares / Pastelarias
Técnico Instalação de Ar Condicionado (M/F) - AVELEDA,"Instruel - Sist.de Controlo de Proc. Ind., Lda",Porto,12-9-2024,Serviços Técnicos
Ajudante Ação Direta para Residência Geriátrica em Caldas da Rainha,Commodos Lda,Leiria,12-9-2024,Serviços Sociais
Engenheiro Civil e/ou Medidor Orçamentista,SPEEDH5C - CONSTRUÇÕES LDA,Lisboa,12-9-2024,Construção Civil
Professor/a de 1º ciclo para Sala de estudo - Gondomar,100Giz,Porto,12-9-2024,Educação / Formação
Admite-se PADEIRO / A  de fermentação lenta,Dalma artesanal,Porto,12-9-2024,Hotelaria / Turismo
Oportunidade de Carreira na Realty ONE Momento,SOBERANAPRUMO LDA,Porto,12-9-2024,Comercial / Vendas
Instrutor Fitness/Personal Trainer,FEEL FREE HEALTH CLUB,Aveiro,12-9-2024,Desporto / Ginásios
Gestor Sénior de Aquisições e Logística,Confidencial,Outros Locais - Estrangeiro,12-9-2024,Construção Civil
Sharepoint,Human Profiler,( Todas as Zonas ),12-9-2024,Informática ( Programação )
Assistente de Sala - Folga ao Domingo - Restaurante Diana Braga,Restaurante Diana,Braga,12-9-2024,Restauração / Bares / Pastelarias
Manobradores,"BIOFLORESTAL, S.A.",( Todas as Zonas ),12-9-2024,Agricultura / Florestas / Pescas
Técnico de Contabilidade/Controlador de Gestão (M/F),Grupo SACIA,Aveiro,12-9-2024,Contabilidade / Finanças
Técnico Administrativo (M/F),"Inéditacortesia - Funerária, Limitada",Porto,12-9-2024,Administração / Secretariado
Técnico Instalação de Ar Condicionado (M/F) - AVELEDA,"Instruel - Sist.de Controlo de Proc. Ind., Lda",Porto,12-9-2024,Serviços Técnicos
Admite-se professor/explicador de matemática para 2º e 3º ciclo,Fábrica dos Sonhos,Setubal,12-9-2024,Educação / Formação
Aprendiz / estagiário corte e costura de toldos - Portimão,"Arsul, Lda",Faro,12-9-2024,Indústria / Produção
Procuramos Equipas/Trabalhadores para assentamento de pedra,FLA CONSTRUÇÕES LDA,Castelo Branco,12-9-2024,Construção Civil
Técnico de Contabilidade (m/f)- Lisboa,Sulaccount - Consultoria em Gestão e Contabilidade,Lisboa,12-9-2024,Contabilidade / Finanças
Recepcionista de Hotel*** em Lisboa (M/F) Entrada Imediata (Part Time),Verde e Elegante LDA,Lisboa,12-9-2024,Hotelaria / Turismo
Técnico/a Administrativo(a),"Timestamp - Sistemas de Informação, S.A.",Lisboa,12-9-2024,Administração / Secretariado
Engenheiro Civil Lisboa,Escala Absoluta,Lisboa,12-9-2024,Engenharia ( Civil )
Técnico Reparador de Eletrodomésticos (M/F) - Perafita / Matosinhos,Imporaudio Lda.,Porto,12-9-2024,Serviços Técnicos
Arquiteto - Porto,"UIMAKE Engenharia, Lda",Porto,12-9-2024,Arquitectura / Design
Recrutamento de Enfermeiro(a),Santa Casa da Misericórdia de Constância,Santarem,12-9-2024,Saúde / Medicina / Enfermagem
Ajudante / Técnico de Montagem / Instalador Equipamentos Eletromecânicos,NBS WATER ENGINEERING S.A.,Aveiro,12-9-2024,Conservação / Manutenção / Técnica
Ajudante de Serralheiro,JLS,Braga,12-9-2024,Indústria / Produção
Técnico(a) de farmácia para Farmácia Comunitária,Confidencial,Bragança,12-9-2024,Farmácia / Biotecnologia
Técnico/ Engenheiro Eletrotécnico: Zona Norte,"MEDXRAY SISTEMAS MÉDICOS, LDª",Porto,12-9-2024,Engenharia ( Eletrotecnica )
